nid,refseq_id,ncbi_name,ncbi_taxid,ncbi_species,ncbi_species_id
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000285855,GCF_014297245.1,Blautia sp. M29,2763027,Blautia sp. M29,2763027.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615,GCF_003461245.1,Blautia sp. AF19-10LB,2292961,Blautia sp. AF19-10LB,2292961.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003471165,GCF_003465375.1,Ruminococcus sp. AF13-28,2292245,Ruminococcus sp. AF13-28,2292245.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003477525,GCF_003477525.1,Ruminococcus sp. AF41-9,2292069,Ruminococcus sp. AF41-9,2292069.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145,GCF_015558295.1,Ruminococcus sp. 1001095IJ_161003_G2,2787076,Ruminococcus sp. 1001095IJ_161003_G2,2787076.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066205,GCF_015559105.1,Ruminococcus sp. 1001262B_160229_C12,2787082,Ruminococcus sp. 1001262B_160229_C12,2787082.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335,GCF_003461955.1,Ruminococcus sp. AM36-2AA,2293210,Ruminococcus sp. AM36-2AA,2293210.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066355,GCA_900066355.1,uncultured Ruminococcus sp.,165186,uncultured Ruminococcus sp.,165186.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066505,GCF_013304385.1,Blautia glucerasea,536633,Blautia glucerasea,536633.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541985,GCA_900755575.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900547615,GCA_018366395.1,Clostridiales bacterium,1898207,Clostridiales bacterium,1898207.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900548245,GCF_009883055.1,Blautia sp. BIOML-A1,2584624,Blautia sp. BIOML-A1,2584624.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900551715,GCA_900551715.1,uncultured Blautia sp.,765821,uncultured Blautia sp.,765821.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900553515,GCA_900553515.1,uncultured Blautia sp.,765821,uncultured Blautia sp.,765821.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900763175,GCA_900763175.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae,GCF_015561285.1,Blautia wexlerae,418240,Blautia wexlerae,418240.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini,GCF_003477845.1,Clostridium sp. AF34-13,2293012,Clostridium sp. AF34-13,2293012.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp000436755,GCA_905206105.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp001916135,GCA_014384985.1,Jutongia huaianensis,2763668,Lachnospiraceae bacterium NSJ-37,2763668.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003149875,GCA_014384965.1,Jutongia hominis,2763664,Lachnospiraceae bacterium BX3,2763664.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003524945,GCF_003478445.1,Roseburia sp. AM59-24XD,2293138,Roseburia sp. AM59-24XD,2293138.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475,GCF_003478335.1,Clostridium sp. AM49-4BH,2293035,Clostridium sp. AM49-4BH,2293035.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp900759665,GCA_905210925.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus,GCF_000156015.1,Butyrivibrio crossotus DSM 2876,511680,Butyrivibrio crossotus,45851.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815,GCA_905202535.1,uncultured Butyrivibrio sp.,370801,uncultured Butyrivibrio sp.,370801.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515,GCF_015667945.1,Clostridium sp. 1001270H_150608_G6,2787102,Clostridium sp. 1001270H_150608_G6,2787102.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900553925,GCA_017620695.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915,GCA_001916615.1,Firmicutes bacterium CAG_194_44_15,1897037,Firmicutes bacterium CAG_194_44_15,1897037.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp000437755,GCA_905209385.1,uncultured Roseburia sp.,512314,uncultured Roseburia sp.,512314.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp900539455,GCA_905201755.1,uncultured Roseburia sp.,512314,uncultured Roseburia sp.,512314.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-317;s__CAG-317 sp000433215,GCF_003478575.1,Dorea sp. AF24-7LB,2293097,Dorea sp. AF24-7LB,2293097.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-317;s__CAG-317 sp000433535,GCA_905197105.1,uncultured Dorea sp.,286138,uncultured Dorea sp.,286138.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-411;s__CAG-411 sp000437275,GCA_905200685.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__CAG-45 sp000438375,GCF_014297335.1,Roseburia sp. BX0805,2763063,Roseburia sp. BX0805,2763063.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp000434615,GCA_014848525.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900752065,GCA_905200555.1,uncultured Lachnospiraceae bacterium,297314,uncultured Lachnospiraceae bacterium,297314.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp905200565,GCA_905200565.1,uncultured Lachnospiraceae bacterium,297314,uncultured Lachnospiraceae bacterium,297314.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__CAG-590 sp000431135,GCA_905209595.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__CAG-590 sp900544905,GCA_905210155.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp900066105,GCA_900066105.1,uncultured Eubacterium sp.,165185,uncultured Eubacterium sp.,165185.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp000431515,GCA_017620755.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp002406015,GCA_002406015.1,Lachnospiraceae bacterium UBA4631,1952097,Lachnospiraceae bacterium UBA4631,1952097.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp900539185,GCA_900767895.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp000431495,GCA_000431495.1,Firmicutes bacterium CAG:791,1262993,Firmicutes bacterium CAG,1262993.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp000435595,GCA_014865565.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp003486385,GCA_003476125.1,Eubacterium sp.,142586,Eubacterium sp.,142586.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp900545175,GCA_905193825.1,uncultured Firmicutes bacterium,344338,uncultured Firmicutes bacterium,344338.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp000436115,GCA_905197005.1,uncultured Firmicutes bacterium,344338,uncultured Firmicutes bacterium,344338.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp000438155,GCA_003521595.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp900066375,GCA_014384925.2,Simiaoa hominis,2763665,Lachnospiraceae bacterium H15,2763665.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAJJNI01;s__CAJJNI01 sp905193085,GCA_905193085.1,uncultured Lachnospiraceae bacterium,297314,uncultured Lachnospiraceae bacterium,297314.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__CHH4-2 sp002899675,GCF_002899675.1,Clostridium sp. chh4-2,2067550,Clostridium sp. chh4-2,2067550.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965,GCA_014845595.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp900753305,GCA_905212845.1,uncultured Roseburia sp.,512314,uncultured Roseburia sp.,512314.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus scindens,GCF_014202115.1,Catenibacillus scindens,673271,Catenibacillus scindens,673271.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus sp902363555,GCA_902363555.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis,GCF_016651435.1,Catonella massiliensis,2799636,Catonella massiliensis,2799636.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella morbi,GCF_000160035.2,Catonella morbi ATCC 51271,592026,Catonella morbi,43997.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp003480725,GCA_003479325.1,Clostridiaceae bacterium AF18-31LB,2292182,Clostridiaceae bacterium AF18-31LB,2292182.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp003481535,GCA_018228645.1,Clostridiaceae bacterium Marseille-Q4143,2830657,Clostridiaceae bacterium Marseille-Q4143,2830657.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp018223365,GCA_018223365.1,Clostridiaceae bacterium Marseille-Q4145,2830658,Clostridiaceae bacterium Marseille-Q4145,2830658.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp900757145,GCA_900757145.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363135,GCA_018369925.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363665,GCA_905209035.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP;s__Clostridium_AP sp000509125,GCF_013304085.1,[Clostridium] scindens,29347,[Clostridium] scindens,29347.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q fessum,GCF_003479845.1,Clostridium sp. AF02-29,2292993,Clostridium sp. AF02-29,2292993.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q saccharolyticum_A,GCF_003480545.1,Clostridium sp. AM29-11AC,2293028,Clostridium sp. AM29-11AC,2293028.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp000435655,GCA_018223375.1,Clostridiaceae bacterium Marseille-Q3526,2830654,Clostridiaceae bacterium Marseille-Q3526,2830654.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum,GCF_015558995.1,[Clostridium] symbiosum,1512,[Clostridium] symbiosum,1512.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q transplantifaecale,GCF_900626075.1,Clostridium transplantifaecale,2479838,Clostridium transplantifaecale,2479838.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus,GCA_003458745.1,Coprococcus eutactus,33043,Coprococcus eutactus,33043.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A,GCF_001404315.1,Coprococcus eutactus,33043,Coprococcus eutactus,33043.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000433075,GCF_003482105.1,Coprococcus sp. OM04-5BH,2293093,Coprococcus sp. OM04-5BH,2293093.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115,GCF_003461625.1,Clostridium sp. AF15-31,2292995,Clostridium sp. AF15-31,2292995.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900548215,GCA_905212485.1,uncultured Coprococcus sp.,458253,uncultured Coprococcus sp.,458253.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900767685,GCA_900767685.1,uncultured Coprococcus sp.,458253,uncultured Coprococcus sp.,458253.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus,GCF_003433855.1,Coprococcus catus,116085,Coprococcus catus,116085.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A sp900548825,GCF_018785175.1,Coprococcus catus,116085,Coprococcus catus,116085.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas avistercoris,GCA_018713185.1,Candidatus Copromonas avistercoris,2840739,Candidatus Copromonas avistercoris,2840739.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp000435795,GCA_014385265.1,Enterocloster hominis,2763663,Lachnospiraceae bacterium BX10,2763663.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900066535,GCA_003435325.1,Clostridiaceae bacterium AF02-42,2305246,Clostridiaceae bacterium AF02-42,2305246.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900066785,GCF_003478965.1,Clostridium sp. AF20-17LB,2292205,Clostridium sp. AF20-17LB,2292205.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900541255,GCA_018223415.1,Eubacteriaceae bacterium Marseille-Q4139,2830656,Eubacteriaceae bacterium Marseille-Q4139,2830656.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900556965,GCA_900556965.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Cuneatibacter;s__Cuneatibacter caecimuris,GCF_004216775.1,Cuneatibacter caecimuris,1796618,Cuneatibacter caecimuris,1796618.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans,GCF_000225745.1,Dorea formicigenerans 4_6_53AFAA,742765,Dorea formicigenerans,39486.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena,GCF_015553305.1,Dorea longicatena,88431,Dorea longicatena,88431.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena_B,GCF_005844655.1,Dorea longicatena,88431,Dorea longicatena,88431.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_B;s__Dorea_B phocaeensis,GCF_900240315.1,Dorea phocaeensis,2040291,Dorea phocaeensis,2040291.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Egerieimonas;s__Egerieimonas sp900552095,GCA_900758925.1,Lachnospiraceae bacterium,1898203,Lachnospiraceae bacterium,1898203.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella intestinigallinarum,GCA_019120115.1,Candidatus Eisenbergiella intestinigallinarum,2838549,Candidatus Eisenbergiella intestinigallinarum,2838549.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella porci,GCF_003435265.1,Eisenbergiella massiliensis,1720294,Eisenbergiella massiliensis,1720294.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp003478085,GCF_003478085.1,Eisenbergiella sp. OF01-20,2292348,Eisenbergiella sp. OF01-20,2292348.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775,GCA_003461565.1,Firmicutes bacterium AF16-15,2292885,Firmicutes bacterium AF16-15,2292885.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900539715,GCA_018374545.1,Bacillota bacterium,1879010,Firmicutes bacterium,1879010.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900550285,GCA_018363695.1,Bacillota bacterium,1879010,Firmicutes bacterium,1879010.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900555195,GCA_905201145.1,uncultured Eisenbergiella sp.,1750510,uncultured Eisenbergiella sp.,1750510.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella stercoravium,GCA_019113175.1,Candidatus Eisenbergiella stercoravium,2838556,Candidatus Eisenbergiella stercoravium,2838556.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella tayi,GCF_002180435.1,Fusicatenibacter sp. 2789STDY5834925,1806509,Fusicatenibacter sp. 2789STDY5834925,1806509.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis,GCF_003434055.1,Enterocloster aldenensis,358742,Enterocloster aldenensis,358742.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster asparagiformis,GCF_003466005.1,Enterocloster asparagiformis,333367,Enterocloster asparagiformis,333367.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae,GCF_015557875.1,Enterocloster bolteae,208479,Enterocloster bolteae,208479.0
