covered_ec_count,pathway_id,pathway_name,total_ec_count,pathway_ec,covered_ec,covered_ratio
5.0,PWY-7674,"CMP-8-amino-3,8-dideoxy-D-manno-octulosonate biosynthesis",6.0,"3.1.3.45,2.6.1.109,1.1.3.48,5.3.1.13,2.7.7.90,2.5.1.55","2.5.1.55,3.1.3.45,5.3.1.13,1.1.3.48,2.6.1.109",0.8333333333333334
6.0,PWY-6143,CMP-pseudaminate biosynthesis,6.0,"3.6.1.57,2.7.7.81,2.3.1.202,2.6.1.92,2.5.1.97,4.2.1.115","2.6.1.92,2.7.7.81,3.6.1.57,4.2.1.115,2.5.1.97,2.3.1.202",1.0
2.0,PWY-7719,CMP-diacetamido-8-epilegionaminic acid biosynthesis,7.0,"4.2.1.115,2.6.1.34,2.3.1,2.7.7,2.5.1,5.1.3,3.6.1","4.2.1.115,2.6.1.34",0.2857142857142857
3.0,PWY-7131,CMP-legionaminate biosynthesis II,3.0,"2.7.7.82,3.2.1.184,2.5.1.101","2.7.7.82,3.2.1.184,2.5.1.101",1.0
4.0,PWY-6749,CMP-legionaminate biosynthesis I,9.0,"2.7.7.82,3.2.1,2.6.1.16,4.2.1,2.3.1,2.5.1.101,2.7.7,2.6.1,5.4.2.10","5.4.2.10,2.6.1.16,2.5.1.101,2.7.7.82",0.4444444444444444
4.0,PWY-6700,queuosine biosynthesis I (de novo),4.0,"1.17.99.6,2.4.2.29,1.7.1.13,2.4.99.17","2.4.99.17,1.17.99.6,1.7.1.13,2.4.2.29",1.0
3.0,PWY-8106,queuosine biosynthesis III (queuosine salvage),5.0,"4.3.99.M4,2.4.2.29,2.4.99.17,1.17.99.6,3.2.2.M3","2.4.99.17,1.17.99.6,2.4.2.29",0.6
1.0,PWY-8359,taurine biosynthesis III,3.0,"4.4.1.10,4.2.1.22,4.1.1.122",4.2.1.22,0.3333333333333333
1.0,PWY-7850,taurine biosynthesis II,4.0,"1.13.11.19,1.14.13.8,3.5.1,6.3.2.51",1.14.13.8,0.25
2.0,PWY-5331,taurine biosynthesis I,3.0,"1.14.13.8,1.13.11.20,4.1.1.29","1.14.13.8,4.1.1.29",0.6666666666666666
1.0,PWY-3881,mannitol biosynthesis,3.0,"3.1.3.22,5.3.1.8,1.1.1.224",5.3.1.8,0.3333333333333333
3.0,PWY8J2-22,kanosamine biosynthesis II,3.0,"3.1.3.92,2.6.1.104,1.1.1.361","2.6.1.104,1.1.1.361,3.1.3.92",1.0
1.0,PWY-6040,chlorogenic acid biosynthesis II,2.0,"1.14.14.96,2.3.1.133",2.3.1.133,0.5
2.0,PWY-6039,chlorogenic acid biosynthesis I,4.0,"1.14.14.96,2.1.1.104,2.3.1.133,2.3.1","2.3.1.133,2.1.1.104",0.5
1.0,PWY-5168,ferulate and sinapate biosynthesis,4.0,"1.2.1.68,1.14.14,2.1.1.68,1.2.1",1.2.1.68,0.25
1.0,PWY-5466,matairesinol biosynthesis,6.0,"1.10.3.2,1.23.1.2,1.23.1.3,1.23.1.1,1.11.1.7,1.23.1.4",1.11.1.7,0.16666666666666666
1.0,PWY-5469,sesamin biosynthesis,5.0,"1.10.3.2,1.14.19.74,1,1.11.1.7,1.13.12",1.11.1.7,0.2
1.0,PWY-6824,justicidin B biosynthesis,5.0,"1.10.3.2,1.3.1,1.23.1.2,1.23.1.1,1.11.1.7",1.11.1.7,0.2
2.0,CYCLOHEXANOL-OXIDATION-PWY,cyclohexanol degradation,5.0,"1.2.1.63,3.1.1,1.1.1.258,1.1.1.245,1.14.13.22","1.1.1.258,1.14.13.22",0.4
7.0,PWY-7013,"(S)-propane-1,2-diol degradation",8.0,"1.2.1.87,2.3.1.222,1.1.1.1,2.7.2.7,2.7.2.1,2.7.2.15,2.7.2.14,4.2.1.28","2.3.1.222,2.7.2.7,1.2.1.87,1.1.1.1,2.7.2.1,2.7.2.15,4.2.1.28",0.875
3.0,PWY66-389,phytol degradation,4.0,"1.3.1.38,6.2.1.3,1.1.1.1,1.2.1.3","1.1.1.1,1.2.1.3,6.2.1.3",0.75
1.0,PWY-5987,sorgoleone biosynthesis,6.0,"2.1.1,1.14.19.1,1.14.19.13,2.3.1,1,1.14.19.6",1.14.19.1,0.16666666666666666
1.0,PWY-6464,polyvinyl alcohol degradation,1.0,1.1.2.6,1.1.2.6,1.0
2.0,PWY-7518,atromentin biosynthesis,4.0,"2.6.1.1,2.6.1.57,2.6.1.5,2.6.1.27","2.6.1.57,2.6.1.1",0.5
1.0,PWY3O-246,"(R,R)-butanediol degradation",1.0,1.1.1.4,1.1.1.4,1.0
1.0,PWY-6388,"(S,S)-butanediol degradation",1.0,1.1.1.76,1.1.1.76,1.0
1.0,PWY-7142,cyanide detoxification II,2.0,"4.2.1.66,3.5.1.49",3.5.1.49,0.5
1.0,PWY-7397,naringenin biosynthesis (engineered),5.0,"5.5.1.6,2.3.1.74,6.2.1.12,4.3.1.23,4.3.1.25",4.3.1.23,0.2
7.0,PWY-7254,TCA cycle VII (acetate-producers),9.0,"1.3.5.1,1.1.5.4,2.3.3.3,2.3.3.16,2.3.3.1,4.2.1.2,1.2.7.3,2.8.3.18,1.1.1.42","1.2.7.3,2.3.3.1,4.2.1.2,1.3.5.1,1.1.1.42,1.1.5.4,2.8.3.18",0.7777777777777778
2.0,P345-PWY,aldoxime degradation,3.0,"3.5.1.19,4.2.1.84,4.2.1","3.5.1.19,4.2.1.84",0.6666666666666666
1.0,PWY-6792,scopoletin biosynthesis,2.0,"2.1.1.104,1.14.11.61",2.1.1.104,0.5
6.0,PWY-8305,methoxylated aromatic compound degradation II,9.0,"2.3.3.M4,2.3.1.101,2.1.1.384,1.2.7.12,1.5.98.1,3.5.4.27,2.1.1.382,6.2.1.13,1.5.98.2","1.5.98.2,6.2.1.13,2.3.1.101,1.2.7.12,3.5.4.27,1.5.98.1",0.6666666666666666
1.0,PWY-5176,coumarin biosynthesis (via 2-coumarate),4.0,"3.2.1.21,5.2.1,2.4.1.114,1.14.13.14",3.2.1.21,0.25
7.0,P105-PWY,TCA cycle IV (2-oxoglutarate decarboxylase),9.0,"1.3.5.1,4.1.1.71,2.3.3.3,2.3.3.16,2.3.3.1,4.2.1.2,1.1.1.37,1.1.1.42,1.2.1.79","1.1.1.37,1.2.1.79,4.1.1.71,2.3.3.1,4.2.1.2,1.3.5.1,1.1.1.42",0.7777777777777778
2.0,PWY5F9-12,biphenyl degradation,4.0,"1.14.12.18,1.3.1.56,1.13.11.39,3.7.1.8","1.14.12.18,3.7.1.8",0.5
2.0,PWY-7398,coumarins biosynthesis (engineered),8.0,"4.3.1.23,4.3.1.25,1.14.14,2.1.1.104,1.14.11.62,1.14.11,6.2.1.12,1.14.11.61","2.1.1.104,4.3.1.23",0.25
2.0,PWY-481,ethylbenzene degradation (anaerobic),4.0,"2.3.1.16,1.1.1.311,6.4.1.8,1.17.99.2","2.3.1.16,1.1.1.311",0.5
7.0,REDCITCYC,TCA cycle VI (Helicobacter),9.0,"1.3.5.1,1.1.5.4,2.8.3.5,2.3.3.3,2.3.3.16,2.3.3.1,4.2.1.2,1.2.7.3,1.1.1.42","2.8.3.5,1.2.7.3,2.3.3.1,4.2.1.2,1.3.5.1,1.1.1.42,1.1.5.4",0.7777777777777778
1.0,PWY-5665,vanillin biosynthesis I,3.0,"2.1.1,1.14.14.1,3.7.1",1.14.14.1,0.3333333333333333
6.0,PWY-5913,partial TCA cycle (obligate autotrophs),8.0,"1.3.5.1,1.1.5.4,2.3.3.3,2.3.3.16,2.3.3.1,4.2.1.2,1.1.1.42,4.1.1.31","4.1.1.31,2.3.3.1,4.2.1.2,1.3.5.1,1.1.1.42,1.1.5.4",0.75
1.0,PWY-7795,terephthalate degradation,2.0,"1.3.1.53,1.14.12.15",1.3.1.53,0.5
3.0,M-CRESOL-DEGRADATION-PWY,m-cresol degradation,5.0,"1.1.1.90,1.2.1.7,1.14.13,1.14.13.24,1.14.13.23","1.14.13.24,1.14.13.23,1.1.1.90",0.6
7.0,PWY66-398,TCA cycle III (animals),11.0,"1.3.5.1,6.2.1.5,2.3.3.3,2.3.3.16,2.3.3.1,1.2.1.105,4.2.1.2,1.1.1.37,6.2.1.4,1.1.1.286,1.1.1.41","1.1.1.41,6.2.1.4,1.1.1.37,2.3.3.1,4.2.1.2,1.3.5.1,6.2.1.5",0.6363636363636364
1.0,PWY-6053,dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton),4.0,"1.1.1.M69,1.17.99,2.6.1.88,2.1.1.373",2.6.1.88,0.25
2.0,PWY-7982,pinoresinol degradation,5.0,"1.2.1.67,1.17.9.2,3.1.1,1.3.1.32,1.13.11.66","1.3.1.32,1.2.1.67",0.4
1.0,PWY-6055,dimethylsulfoniopropanoate biosynthesis II (Spartina),4.0,"1.4.3.M4,4.1.1.M23,1.2.1.8,2.1.1.12",1.2.1.8,0.25
3.0,P343-PWY,resorcinol degradation,3.0,"1.3.1.32,1.14.13.219,1.13.11.37","1.13.11.37,1.3.1.32,1.14.13.219",1.0
1.0,PWY-6054,dimethylsulfoniopropanoate biosynthesis I (Wollastonia),2.0,"1.2.1.8,2.1.1.12",1.2.1.8,0.5
5.0,PWY-6185,4-methylcatechol degradation (ortho cleavage),6.0,"5.5.1.7,5.3.3.4,3.1.1.24,5.4.99.14,2.3.1.174,2.8.3.6","5.5.1.7,2.8.3.6,5.3.3.4,3.1.1.24,2.3.1.174",0.8333333333333334
5.0,TCA-1,TCA cycle VIII (Chlamydia),6.0,"1.3.5.1,6.2.1.5,2.6.1.1,4.2.1.2,1.1.1.37,1.2.1.105","1.1.1.37,2.6.1.1,4.2.1.2,1.3.5.1,6.2.1.5",0.8333333333333334
1.0,PWY-5656,mannosylglycerate biosynthesis I,2.0,"3.1.3.70,2.4.1.217",3.1.3.70,0.5
2.0,PWY-8161,D-phenylglycine degradation,3.0,"4.1.1.7,2.6.1.72,1.2.1.28","1.2.1.28,4.1.1.7",0.6666666666666666
1.0,P662-PWY,dibenzofuran degradation,3.0,"1.13.11,1.14.12,3.7.1.8",3.7.1.8,0.3333333333333333
3.0,PWY-7006,4-amino-3-hydroxybenzoate degradation,5.0,"1.13.11,5.3.2.6,4.1.1.77,3.5.99,1.2.1.85","5.3.2.6,4.1.1.77,1.2.1.85",0.6
1.0,ARGSPECAT-PWY,spermine biosynthesis,2.0,"4.1.1.50,2.5.1.22",4.1.1.50,0.5
2.0,PWY-6550,carbazole degradation,4.0,"3.7.1.13,5.3.2.M1,1.14.12.22,1.13.11.39","1.14.12.22,3.7.1.13",0.5
1.0,PWY0-1601,cadaverine biosynthesis,1.0,4.1.1.18,4.1.1.18,1.0
4.0,PWY-7480,"2,3-dihydroxybenzoate degradation",5.0,"5.3.2.6,1.13.11.14,4.1.1.77,4.1.1,1.2.1.85","5.3.2.6,4.1.1.77,1.13.11.14,1.2.1.85",0.8
7.0,3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,4-hydroxyphenylacetate degradation,8.0,"1.14.14.9,4.1.1.68,4.2.1.163,1.2.1.60,1.13.11.15,5.3.3.10,4.1.2.52,1.2.1.79","1.13.11.15,1.2.1.79,4.1.1.68,4.1.2.52,1.14.14.9,1.2.1.60,5.3.3.10",0.875
1.0,PWY-6941,styrene degradation,3.0,"1.2.1.39,5.3.99,1.14.14.11",1.2.1.39,0.3333333333333333
5.0,P101-PWY,ectoine biosynthesis,5.0,"2.6.1.76,2.3.1.178,4.2.1.108,1.2.1.11,2.7.2.4","2.3.1.178,1.2.1.11,2.6.1.76,2.7.2.4,4.2.1.108",1.0
1.0,PWY-7747,diphenyl ethers degradation,3.0,"1.14.12.18,1.3.1.56,1.13.11.39",1.14.12.18,0.3333333333333333
1.0,PWY-4121,glutathionylspermidine biosynthesis,2.0,"6.3.1.9,6.3.1.8",6.3.1.8,0.5
2.0,PWY-7297,octopamine biosynthesis,3.0,"4.1.1.28,4.1.1.25,1.14.17","4.1.1.25,4.1.1.28",0.6666666666666666
2.0,PWY-7002,4-hydroxyacetophenone degradation,5.0,"3.1.1,1.3.1.32,1.14.13.84,1.13.11.66,1.2.1.61","1.14.13.84,1.3.1.32",0.4
1.0,PWY-8292,trimethylamine N-oxide biosynthesis,1.0,1.14.13.148,1.14.13.148,1.0
1.0,PWY-6173,histamine biosynthesis,1.0,4.1.1.22,4.1.1.22,1.0
1.0,PWY-6184,methylsalicylate degradation,1.0,1.14.13.1,1.14.13.1,1.0
3.0,PWY-7009,"2,2'-dihydroxybiphenyl degradation",7.0,"1.13.11,1.14.13.44,5.3.2.6,1.14.13,4.1.1.77,1.13.11.35,3.7.1.8","5.3.2.6,3.7.1.8,4.1.1.77",0.42857142857142855
1.0,PWY-8111,carbaryl degradation,6.0,"5.99.1.4,1.2.1.65,1.13.11.56,3.5.1.137,1.14.13.M78,4.1.2.45",5.99.1.4,0.16666666666666666
2.0,BETSYN-PWY,glycine betaine biosynthesis I (Gram-negative bacteria),2.0,"1.2.1.8,1.1.99.1","1.1.99.1,1.2.1.8",1.0
1.0,PWY-3722,glycine betaine biosynthesis II (Gram-positive bacteria),2.0,"1.2.1.8,1.1.1",1.2.1.8,0.5
2.0,PWY1F-353,glycine betaine biosynthesis III (plants),2.0,"1.14.15.7,1.2.1.8","1.14.15.7,1.2.1.8",1.0
2.0,PWY-7081,4-aminophenol degradation,3.0,"1.3.1.32,1.13.11.37,3.5.4","1.13.11.37,1.3.1.32",0.6666666666666666
1.0,PWY-6687,mannosylglucosylglycerate biosynthesis II,1.0,2.4.1.268,2.4.1.268,1.0
1.0,PWY-6686,mannosylglucosylglycerate biosynthesis I,3.0,"2.4.1.266,2.4.1.270,3.1.3",2.4.1.266,0.3333333333333333
1.0,PWY-6685,glucosylglycerate biosynthesis II,1.0,2.4.1.268,2.4.1.268,1.0
2.0,PWY-5662,glucosylglycerate biosynthesis I,2.0,"2.4.1.266,3.1.3.85","3.1.3.85,2.4.1.266",1.0
3.0,PWY-7413,dTDP-6-deoxy-alpha-D-allose biosynthesis,4.0,"5.1.3.27,1.1.1.364,2.7.7.24,4.2.1.46","5.1.3.27,2.7.7.24,4.2.1.46",0.75
1.0,PWY5F9-3233,phthalate degradation (aerobic),3.0,"4.1.1.69,1.3.1,1.14.12",4.1.1.69,0.3333333333333333
2.0,2ASDEG-PWY,orthanilate degradation,4.0,"1.13.11,4.1.1.77,1.14.12.14,5.3.2.6","5.3.2.6,4.1.1.77",0.5
1.0,PWY-681,dibenzothiophene desulfurization,3.0,"1.5.1.42,1.14.14.22,3.13.1.3",3.13.1.3,0.3333333333333333
2.0,PWY-7688,dTDP-alpha-D-ravidosamine and dTDP-4-acetyl-alpha-D-ravidosamine biosynthesis,6.0,"2.3.1,5.3.2.3,2.6.1.90,4.2.1.46,2.1.1.236,2.7.7.24","2.7.7.24,4.2.1.46",0.3333333333333333
4.0,PWY-7698,"2,5-xylenol and 3,5-xylenol degradation",7.0,"3.7.1.23,1.1.1.90,1.2.1.7,1.13.11.4,1.14.13.24,1.14.13.M67,4.2.1.35","1.14.13.24,1.13.11.4,1.1.1.90,4.2.1.35",0.5714285714285714
5.0,METHYLGALLATE-DEGRADATION-PWY,methylgallate degradation,6.0,"4.2.1.83,1.13.11,4.1.3.17,5.3.2.8,4.1.1.112,3.1.1.57","4.1.1.112,4.2.1.83,4.1.3.17,5.3.2.8,3.1.1.57",0.8333333333333334
3.0,PWY-7657,dTDP-beta-L-digitoxose biosynthesis,5.0,"1.1.1.384,1.1.1,4.2.1.46,5.1.3,2.7.7.24","1.1.1.384,2.7.7.24,4.2.1.46",0.6
1.0,PWY-7008,2-hydroxybiphenyl degradation,3.0,"1.14.13.44,1.13.11.39,3.7.1.8",3.7.1.8,0.3333333333333333
3.0,PWY-8380,dTDP-sibirosamine biosynthesis,5.0,"2.1.1,5.1.3.13,4.2.1.46,2.6.1,2.7.7.24","2.7.7.24,4.2.1.46,5.1.3.13",0.6
2.0,PWY-7414,dTDP-alpha-D-mycaminose biosynthesis,5.0,"2.7.7.24,2.1.1.235,5.3.2.4,4.2.1.46,2.6.1.89","2.7.7.24,4.2.1.46",0.4
4.0,PWY-6210,2-aminophenol degradation,4.0,"4.1.1.77,3.5.99.5,1.13.11.74,1.2.1.32","1.2.1.32,1.13.11.74,4.1.1.77,3.5.99.5",1.0
2.0,PWY-7440,dTDP-beta-L-4-epi-vancosamine biosynthesis,6.0,"2.1.1,1.1.1,4.2.1.46,2.6.1,5.1.3,2.7.7.24","2.7.7.24,4.2.1.46",0.3333333333333333
3.0,PWY-7814,dTDP-L-daunosamine biosynthesis,6.0,"4.2.1,5.1.3.13,1.1.1,4.2.1.46,2.6.1,2.7.7.24","2.7.7.24,4.2.1.46,5.1.3.13",0.5
2.0,PWY-6077,anthranilate degradation II (aerobic),2.0,"1.14.13.40,6.2.1.32","6.2.1.32,1.14.13.40",1.0
1.0,PWY-6288,zeaxanthin-beta-D-diglucoside biosynthesis,1.0,2.4.1.276,2.4.1.276,1.0
3.0,12DICHLORETHDEG-PWY,"1,2-dichloroethane degradation",4.0,"1.2.1.4,1.1.2.7,3.8.1.5,3.8.1.3","1.2.1.4,3.8.1.3,3.8.1.5",0.75
4.0,PCPDEG-PWY,pentachlorophenol degradation,5.0,"1.1.1.404,2.5.1.18,1.8.5.7,1.3.1.32,1.14.13.50","1.8.5.7,1.3.1.32,2.5.1.18,1.1.1.404",0.8
2.0,GAMMAHEXCHLORDEG-PWY,gamma-hexachlorocyclohexane degradation,4.0,"4.5.1,1.1.1,3.8.1.5,1.3.1.32","1.3.1.32,3.8.1.5",0.5
3.0,PWY-8139,CDP-6-deoxy-D-gulose biosynthesis,5.0,"4.2.1.45,2.7.7.33,1.1.1,5.1.3.M8,5.4.2.2","4.2.1.45,2.7.7.33,5.4.2.2",0.6
2.0,PWY-7425,2-chloroacrylate degradation I,3.0,"3.8.1.2,1.1.5.12,1.3.1.103","3.8.1.2,1.1.5.12",0.6666666666666666
1.0,PWY-6261,thyroid hormone metabolism II (via conjugation and/or degradation),3.0,"1.21.99.4,2.4.1.17,2.8.2.1",2.8.2.1,0.3333333333333333
2.0,PWY-7044,5-nitroanthranilate degradation,4.0,"5.2.1.4,3.5.99.8,3.1.1.91,3.7.1.20","3.7.1.20,5.2.1.4",0.5
2.0,PWY-7842,UDP-yelosamine biosynthesis,3.0,"4.2.1.135,2.6.1.92,6.3.2.M1","2.6.1.92,4.2.1.135",0.6666666666666666
1.0,PWY-8273,"UDP-3-acetamido-2-amino-2,3-dideoxy-alpha-D-glucopyranose biosynthesis",2.0,"2.6.1.122,1.1.1.374",1.1.1.374,0.5
1.0,PWY-5648,2-nitrobenzoate degradation II,1.0,1.14.12.1,1.14.12.1,1.0
3.0,PWY-7028,"UDP-N,N'-diacetylbacillosamine biosynthesis",3.0,"2.6.1.34,4.2.1.135,2.3.1.203","2.3.1.203,2.6.1.34,4.2.1.135",1.0
5.0,PWY0-1241,ADP-L-glycero-beta-D-manno-heptose biosynthesis,5.0,"3.1.3.82,2.7.1.167,5.1.3.20,2.7.7.70,5.3.1.28","5.1.3.20,2.7.1.167,3.1.3.82,2.7.7.70,5.3.1.28",1.0
4.0,PWY-6478,GDP-D-glycero-alpha-D-manno-heptose biosynthesis,4.0,"2.7.1.168,2.7.7.71,3.1.3.83,5.3.1.28","2.7.1.168,3.1.3.83,5.3.1.28,2.7.7.71",1.0
2.0,PWY-8225,GDP-N-acetyl-alpha-D-perosamine biosynthesis,3.0,"4.2.1.47,2.3.1.227,2.6.1.102","4.2.1.47,2.6.1.102",0.6666666666666666
1.0,PWY-6,GDP-L-fucose biosynthesis II (from L-fucose),2.0,"2.7.1.52,2.7.7.30",2.7.1.52,0.5
3.0,PWY-5661,GDP-alpha-D-glucose biosynthesis,4.0,"5.4.2.2,2.7.1.1,2.7.1.2,2.7.7.34","5.4.2.2,2.7.1.2,2.7.1.1",0.75
2.0,PWY2B4Q-2,GDP-N-formyl-alpha-D-perosamine biosynthesis,3.0,"4.2.1.47,2.6.1.102,2.1.2.14","4.2.1.47,2.6.1.102",0.6666666666666666
2.0,PWY-6133,(S)-reticuline biosynthesis II,4.0,"2.6.1.49,4.1.1.28,4.1.1.25,1.14.16.2","4.1.1.25,4.1.1.28",0.5
4.0,PWY-3581,(S)-reticuline biosynthesis I,14.0,"4.1.1.80,4.2.1.78,1.14.14.102,4.1.1.28,4.1.1.25,2.1.1.140,2.1.1.128,2.6.1.1,2.6.1.57,2.6.1.5,2.6.1.27,1.14.16.2,4.1.1.28,2.1.1.116","4.1.1.25,2.6.1.57,2.6.1.1,4.1.1.28",0.2857142857142857
1.0,PWY0-1299,arginine dependent acid resistance,1.0,4.1.1.19,4.1.1.19,1.0
2.0,PWY-2821,glucosinolate biosynthesis from phenylalanine,6.0,"2.8.2.24,3.4.13.23,4.4.1.M2,3.4.19.16,4.4.1.13,2.4.1.195","3.4.19.16,4.4.1.13",0.3333333333333333
2.0,PWYQT-4473,glucosinolate biosynthesis from tetrahomomethionine,8.0,"1.14.14.42,2.8.2.38,3.4.13.23,1.14.13.237,4.4.1.M2,3.4.19.16,4.4.1.13,2.4.1.195","3.4.19.16,4.4.1.13",0.25
2.0,PWY-1187,glucosinolate biosynthesis from homomethionine,10.0,"1.14.14.42,1.14.11.M9,2.8.2.38,3.4.13.23,1.14.13.237,4.4.1.M2,3.4.19.16,4.4.1.13,1.14.11.M8,2.4.1.195","3.4.19.16,4.4.1.13",0.2
2.0,PWY-7901,glucosinolate biosynthesis from tyrosine,6.0,"2.8.2.24,3.4.13.23,4.4.1.M2,3.4.19.16,4.4.1.13,2.4.1.195","3.4.19.16,4.4.1.13",0.3333333333333333
2.0,PWYQT-4472,glucosinolate biosynthesis from trihomomethionine,9.0,"1.14.14.42,2.8.2.38,3.4.13.23,1.14.13.237,4.4.1.M2,3.4.19.16,4.4.1.13,1.14.11.M8,2.4.1.195","3.4.19.16,4.4.1.13",0.2222222222222222
2.0,PWYQT-4475,glucosinolate biosynthesis from hexahomomethionine,8.0,"1.14.14.42,2.8.2.38,3.4.13.23,1.14.13.237,4.4.1.M2,3.4.19.16,4.4.1.13,2.4.1.195","3.4.19.16,4.4.1.13",0.25
2.0,PWY-601,glucosinolate biosynthesis from tryptophan,9.0,"2.1.1,1.14.14,2.8.2.24,3.4.13.23,4.4.1.M2,3.4.19.16,4.4.1.13,2.4.1.195,1.14.13.M51","3.4.19.16,4.4.1.13",0.2222222222222222
2.0,PWYQT-4471,glucosinolate biosynthesis from dihomomethionine,9.0,"1.14.14.42,2.8.2.38,3.4.13.23,1.14.13.237,4.4.1.M2,3.4.19.16,4.4.1.13,1.14.11.M8,2.4.1.195","3.4.19.16,4.4.1.13",0.2222222222222222
2.0,PWYQT-4474,glucosinolate biosynthesis from pentahomomethionine,8.0,"1.14.14.42,2.8.2.38,3.4.13.23,1.14.13.237,4.4.1.M2,3.4.19.16,4.4.1.13,2.4.1.195","3.4.19.16,4.4.1.13",0.25
7.0,PWY-5514,UDP-N-acetyl-D-galactosamine biosynthesis II,8.0,"2.7.1.1,2.7.1.2,3.5.99.6,5.1.3.7,2.3.1.4,5.4.2.3,2.7.7.23,5.3.1.9","2.7.1.2,2.7.7.23,5.1.3.7,5.3.1.9,2.3.1.4,3.5.99.6,2.7.1.1",0.875
3.0,PWY-8013,UDP-N-acetyl-D-galactosamine biosynthesis III,6.0,"5.1.3.42,2.6.1.16,2.3.1.276,5.4.2.13,2.7.7.83,5.3.1.9","2.7.7.83,2.6.1.16,5.3.1.9",0.5
2.0,PWY-6834,spermidine biosynthesis III,4.0,"2.5.1.104,4.1.1.50,3.5.3.24,4.1.1.19","4.1.1.19,4.1.1.50",0.5
1.0,PWY-8149,homospermidine biosynthesis II,1.0,2.5.1.44,2.5.1.44,1.0
1.0,PWY-5907,homospermidine biosynthesis I,2.0,"2.5.1.44,2.5.1.45",2.5.1.44,0.5
10.0,P341-PWY,glycolysis V (Pyrococcus),10.0,"2.7.9.2,2.7.1.147,5.3.1.1,4.2.1.11,5.4.2.12,4.1.2.13,2.7.1.146,1.2.7.6,5.3.1.9,2.7.1.40","4.2.1.11,1.2.7.6,2.7.1.40,5.4.2.12,5.3.1.1,5.3.1.9,2.7.9.2,4.1.2.13,2.7.1.146,2.7.1.147",1.0
2.0,P21-PWY,pentose phosphate pathway (partial),2.0,"5.1.3.1,2.2.1.1","2.2.1.1,5.1.3.1",1.0
5.0,PWY-8178,pentose phosphate pathway (non-oxidative branch) II,5.0,"2.7.1.90,2.2.1.1,4.1.2.13,5.1.3.1,5.3.1.6","2.2.1.1,2.7.1.90,5.3.1.6,4.1.2.13,5.1.3.1",1.0
2.0,PWY-5642,"2,4-dinitrotoluene degradation",6.0,"1.13.11,5.3.2,1.14.12.24,1.2.1.27,1.14.13.210,3.7.1","1.2.1.27,1.14.12.24",0.3333333333333333
1.0,PWY-7681,1-chloro-2-nitrobenzene degradation,1.0,1.14.12.23,1.14.12.23,1.0
2.0,PWY-7796,pentose phosphate pathway (oxidative branch) II,2.0,"5.3.1.27,4.1.2.43","5.3.1.27,4.1.2.43",1.0
1.0,PWY-5637,nitrobenzene degradation I,1.0,5.4.4.1,5.4.4.1,1.0
6.0,PWY-5645,4-chloronitrobenzene degradation,7.0,"5.3.2.6,3.5.99.11,4.1.1.77,4.2.1.80,1.2.1.32,5.4.4.1,1.13.11.76","4.1.1.77,5.3.2.6,1.2.1.32,1.13.11.76,4.2.1.80,5.4.4.1",0.8571428571428571
1.0,PWY-5640,nitrobenzene degradation II,1.0,1.14.12.23,1.14.12.23,1.0
2.0,PWY-5641,2-nitrotoluene degradation,3.0,"1.13.11.2,1.14.12.23,3.7.1.25","1.14.12.23,1.13.11.2",0.6666666666666666
1.0,PWY-5643,"2,6-dinitrotoluene degradation",1.0,1.14.12.23,1.14.12.23,1.0
6.0,PWY-5644,4-nitrotoluene degradation II,9.0,"4.2.1,1.1.99,4.1.1.77,1.2.1.32,5.4.4.1,1.13.11.74,4.1.3.43,1.7.1,3.5.99.5","4.1.1.77,1.2.1.32,1.13.11.74,4.1.3.43,3.5.99.5,5.4.4.1",0.6666666666666666
1.0,PWY1F-823,leucopelargonidin and leucocyanidin biosynthesis,3.0,"1.14.14.82,1.14.11.9,1.1.1.219",1.1.1.219,0.3333333333333333
1.0,PWY-5152,leucodelphinidin biosynthesis,3.0,"1.14.14.82,1.14.11.9,1.1.1.219",1.1.1.219,0.3333333333333333
3.0,PWY-5530,sorbitol biosynthesis II,3.0,"1.1.99.28,2.7.1.12,3.1.1.17","1.1.99.28,2.7.1.12,3.1.1.17",1.0
1.0,PWY-8373,erythritol biosynthesis II,2.0,"3.1.3,1.1.1.2",1.1.1.2,0.5
1.0,PWY-8372,erythritol biosynthesis I,2.0,"3.1.3,1.1.1.2",1.1.1.2,0.5
2.0,PWY-2301,myo-inositol biosynthesis,2.0,"5.5.1.4,3.1.3.25","5.5.1.4,3.1.3.25",1.0
1.0,PWY-6351,"D-myo-inositol (1,4,5)-trisphosphate biosynthesis",5.0,"2.7.8.11,2.7.1.149,3.1.4.11,2.7.1.68,2.7.1.67",2.7.8.11,0.2
1.0,PWY-6623,salicylate glucosides biosynthesis II,2.0,"1.14.13.172,2.4.1",1.14.13.172,0.5
5.0,PWY-6690,cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate,5.0,"1.13.11.16,3.7.1.14,1.14.12.19,1.14.13.127,1.3.1.87","1.3.1.87,1.14.13.127,1.14.12.19,1.13.11.16,3.7.1.14",1.0
2.0,PWY-6080,4-ethylphenol degradation (anaerobic),4.0,"2.3.1.16,1.1.1,1.1.7.1,1.17.99","1.1.7.1,2.3.1.16",0.5
1.0,PWY-8162,phenylethanol degradation,2.0,"1.2.1.39,1.1.2",1.2.1.39,0.5
